order_id,order_date,customer_id,product_id,quantity,selling_price,discount_percent
ORD-02250,2022-12-23,CUST-0346,PROD-091,5,101.78,5
ORD-02251,2024-10-06,CUST-0186,PROD-059,3,1807.49,0
ORD-02252,2021-12-21,CUST-0345,PROD-028,3,123.19,10
ORD-02253,2020-03-12,CUST-0400,PROD-046,5,169.84,10
ORD-02254,2024-12-17,CUST-0207,PROD-064,5,242.23,0
ORD-02255,2020-09-30,CUST-0346,PROD-070,9,36.14,10
ORD-02256,2023-09-05,CUST-0431,PROD-047,1,391.84,5
ORD-02257,2020-12-03,CUST-0172,PROD-014,1,70.51,15
ORD-02258,2023-10-21,CUST-0464,PROD-007,9,54.75,0
ORD-02259,2024-02-27,CUST-0270,PROD-074,5,158.82,0
ORD-02260,2021-08-29,CUST-0221,PROD-079,4,1780.27,10
ORD-02261,2020-06-14,CUST-0152,PROD-031,2,66.05,5
ORD-02262,2024-04-16,CUST-0111,PROD-093,9,32.54,5
ORD-02263,2020-01-11,CUST-0183,PROD-081,6,56.88,15
ORD-02264,2023-08-17,CUST-0399,PROD-051,9,84.71,10
ORD-02265,2021-12-29,CUST-0339,PROD-029,5,1216.51,15
ORD-02266,2022-03-11,CUST-0072,PROD-015,4,62.41,0
ORD-02267,2020-04-11,CUST-0418,PROD-090,7,32.53,15
ORD-02268,2023-12-19,CUST-0386,PROD-076,5,111.76,5
ORD-02269,2023-11-16,CUST-0283,PROD-025,8,47.53,0
ORD-02270,2022-02-17,CUST-0074,PROD-061,8,57.61,0
ORD-02271,2020-08-01,CUST-0355,PROD-041,2,81.52,0
ORD-02272,2024-09-10,CUST-0215,PROD-069,5,1598.03,5
ORD-02273,2023-01-16,CUST-0497,PROD-004,10,50.31,5
ORD-02274,2024-04-25,CUST-0328,PROD-057,8,33.2,40
ORD-02275,2021-02-04,CUST-0476,PROD-031,3,56.12,20
ORD-02276,2021-08-10,CUST-0023,PROD-003,7,107.65,20
ORD-02277,2022-06-07,CUST-0068,PROD-067,3,132.45,10
ORD-02278,2022-12-05,CUST-0398,PROD-090,6,30.54,20
ORD-02279,2024-08-22,CUST-0447,PROD-050,2,26.38,0
ORD-02280,2024-01-26,CUST-0373,PROD-017,6,59.65,10
ORD-02281,2021-08-14,CUST-0362,PROD-060,6,22.7,5
ORD-02282,2023-08-26,CUST-0093,PROD-074,8,244.34,0
ORD-02283,2023-01-14,CUST-0321,PROD-066,5,104.26,0
ORD-02284,2020-04-01,CUST-0324,PROD-088,1,28.56,10
ORD-02285,2024-08-10,CUST-0384,PROD-075,8,48.91,0
ORD-02286,2021-11-03,CUST-0063,PROD-024,9,44.65,15
ORD-02287,2021-12-14,CUST-0224,PROD-099,1,161.64,25
ORD-02288,2022-07-24,CUST-0225,PROD-087,5,21.16,0
ORD-02289,2020-08-29,CUST-0369,PROD-032,6,68.07,5
ORD-02290,2020-01-02,CUST-0346,PROD-087,4,28.44,15
ORD-02291,2020-08-12,CUST-0337,PROD-098,2,21.26,0
ORD-02292,2022-03-11,CUST-0103,PROD-019,5,45.25,25
ORD-02293,2024-11-03,CUST-0215,PROD-066,4,198.78,25
ORD-02294,2021-08-11,CUST-0192,PROD-060,7,31.25,0
ORD-02295,2020-04-25,CUST-0160,PROD-066,6,204.66,0
ORD-02296,2024-08-16,CUST-0372,PROD-015,3,49.19,30
ORD-02297,2022-07-06,CUST-0207,PROD-085,9,71.99,30
ORD-02298,2023-01-31,CUST-0269,PROD-035,4,145.3,5
ORD-02299,2020-07-12,CUST-0194,PROD-069,5,1271.93,0
ORD-02300,2023-04-04,CUST-0380,PROD-027,3,75.2,10
ORD-02301,2022-05-20,CUST-0403,PROD-088,8,28.14,0
ORD-02302,2020-03-30,CUST-0152,PROD-007,7,77.24,25
ORD-02303,2024-09-05,CUST-0237,PROD-006,7,477.47,15
ORD-02304,2020-05-01,CUST-0088,PROD-033,8,38.39,10
ORD-02305,2020-05-22,CUST-0011,PROD-058,7,46.65,0
ORD-02306,2022-09-20,CUST-0187,PROD-049,3,2008.11,15
ORD-02307,2020-04-15,CUST-0214,PROD-017,3,81.54,0
ORD-02308,2022-06-05,CUST-0015,PROD-042,2,60.07,0
ORD-02309,2021-03-03,CUST-0266,PROD-094,1,211.48,10
ORD-02310,2023-08-21,CUST-0297,PROD-072,5,39.02,5
ORD-02311,2020-11-12,CUST-0411,PROD-040,4,49.38,15
ORD-02312,2021-09-26,CUST-0444,PROD-046,2,104.65,20
ORD-02313,2020-01-09,CUST-0073,PROD-071,1,79.84,5
ORD-02314,2022-02-12,CUST-0052,PROD-070,3,33.89,5
ORD-02315,2023-01-01,CUST-0128,PROD-068,6,32.06,5
ORD-02316,2023-10-14,CUST-0028,PROD-001,2,1975.28,5
ORD-02317,2020-08-10,CUST-0065,PROD-079,10,1929.12,15
ORD-02318,2023-12-10,CUST-0017,PROD-095,7,94.67,10
ORD-02319,2021-07-06,CUST-0351,PROD-089,7,1488.3,25
ORD-02320,2023-10-25,CUST-0428,PROD-097,3,24.1,10
ORD-02321,2021-12-16,CUST-0138,PROD-052,1,70.36,0
ORD-02322,2023-07-11,CUST-0319,PROD-035,9,222.98,0
ORD-02323,2024-09-09,CUST-0229,PROD-069,5,2211.29,5
ORD-02324,2023-09-03,CUST-0254,PROD-005,2,54.2,5
ORD-02325,2023-01-12,CUST-0477,PROD-100,8,77.38,5
ORD-02326,2023-09-03,CUST-0210,PROD-017,10,45.3,0
ORD-02327,2020-04-20,CUST-0431,PROD-053,10,54.13,30
ORD-02328,2020-09-07,CUST-0294,PROD-052,4,68.21,0
ORD-02329,2021-01-17,CUST-0231,PROD-014,10,64.33,10
ORD-02330,2020-01-07,CUST-0241,PROD-029,7,1193.5,0
ORD-02331,2021-04-03,CUST-0070,PROD-008,5,239.49,5
ORD-02332,2023-01-12,CUST-0104,PROD-098,3,23.13,5
ORD-02333,2020-07-26,CUST-0204,PROD-001,10,1557.8,5
ORD-02334,2022-06-18,CUST-0053,PROD-029,8,1308.31,5
ORD-02335,2023-11-14,CUST-0462,PROD-036,2,356.84,10
ORD-02336,2023-08-30,CUST-0428,PROD-051,1,64.25,10
ORD-02337,2020-01-22,CUST-0375,PROD-037,5,114.5,10
ORD-02338,2021-02-13,CUST-0330,PROD-093,4,39.33,20
ORD-02339,2022-06-13,CUST-0054,PROD-069,10,1825.45,25
ORD-02340,2021-05-29,CUST-0276,PROD-053,7,45.37,15
ORD-02341,2023-02-24,CUST-0335,PROD-096,9,213.03,0
ORD-02342,2022-03-19,CUST-0031,PROD-052,6,37.21,30
ORD-02343,2024-09-19,CUST-0135,PROD-088,1,16.91,30
ORD-02344,2022-05-23,CUST-0058,PROD-083,8,52.15,15
ORD-02345,2020-01-14,CUST-0105,PROD-012,2,20.2,10
ORD-02346,2022-08-28,CUST-0266,PROD-052,4,39.9,0
ORD-02347,2022-09-04,CUST-0010,PROD-001,3,1624.17,15
ORD-02348,2022-10-10,CUST-0496,PROD-007,6,80.5,20
ORD-02349,2022-11-01,CUST-0253,PROD-017,2,46.51,10
ORD-02350,2020-03-27,CUST-0295,PROD-098,5,22.61,10
ORD-02351,2024-03-27,CUST-0156,PROD-043,9,53.6,0
ORD-02352,2022-06-27,CUST-0158,PROD-071,3,83.19,5
ORD-02353,2024-04-09,CUST-0037,PROD-017,2,45.98,15
ORD-02354,2023-08-17,CUST-0119,PROD-059,2,1195.77,0
ORD-02355,2023-06-20,CUST-0067,PROD-003,9,90.76,10
ORD-02356,2020-05-01,CUST-0242,PROD-029,6,1103.27,15
ORD-02357,2023-03-16,CUST-0299,PROD-022,2,45.14,5
ORD-02358,2024-05-09,CUST-0463,PROD-038,3,39.92,0
ORD-02359,2022-01-19,CUST-0213,PROD-054,1,140.78,20
ORD-02360,2023-10-11,CUST-0308,PROD-093,2,58.36,0
ORD-02361,2021-11-15,CUST-0101,PROD-050,2,32.15,5
ORD-02362,2024-10-22,CUST-0056,PROD-069,2,1286.18,15
ORD-02363,2024-07-12,CUST-0332,PROD-030,7,29.38,20
ORD-02364,2020-11-04,CUST-0324,PROD-023,3,86.57,20
ORD-02365,2021-11-25,CUST-0239,PROD-085,4,62.7,10
ORD-02366,2020-10-14,CUST-0393,PROD-090,2,30.83,5
ORD-02367,2020-11-02,CUST-0231,PROD-047,5,329.84,20
ORD-02368,2024-06-05,CUST-0362,PROD-021,9,1507.58,10
ORD-02369,2022-07-02,CUST-0381,PROD-020,9,30.89,10
ORD-02370,2024-10-12,CUST-0092,PROD-023,7,91.54,5
ORD-02371,2021-10-23,CUST-0279,PROD-068,8,34.32,5
ORD-02372,2021-07-02,CUST-0447,PROD-021,5,1656.98,5
ORD-02373,2023-10-07,CUST-0109,PROD-021,5,1611.06,5
ORD-02374,2020-11-07,CUST-0317,PROD-001,3,1347.16,5
ORD-02375,2022-05-22,CUST-0168,PROD-015,6,30.5,40
ORD-02376,2022-12-18,CUST-0300,PROD-017,1,59.02,5
ORD-02377,2024-07-24,CUST-0470,PROD-051,3,69.74,0
ORD-02378,2022-07-12,CUST-0408,PROD-063,2,44.8,5
ORD-02379,2024-10-03,CUST-0435,PROD-014,7,65.48,10
ORD-02380,2022-01-24,CUST-0442,PROD-059,9,1323.17,25
ORD-02381,2020-02-04,CUST-0218,PROD-083,4,58.14,15
ORD-02382,2021-03-20,CUST-0222,PROD-050,7,44.04,20
ORD-02383,2020-04-02,CUST-0161,PROD-034,8,319.76,20
ORD-02384,2023-05-15,CUST-0016,PROD-006,10,465.31,25
ORD-02385,2020-12-18,CUST-0278,PROD-049,2,1963.4,0
ORD-02386,2022-06-21,CUST-0497,PROD-006,7,387.55,5
ORD-02387,2023-09-17,CUST-0057,PROD-069,3,1153.19,5
ORD-02388,2022-05-11,CUST-0062,PROD-007,8,84.43,5
ORD-02389,2024-10-14,CUST-0498,PROD-097,6,24.74,10
ORD-02390,2020-06-07,CUST-0363,PROD-077,3,27.15,5
ORD-02391,2022-08-14,CUST-0466,PROD-051,8,93.18,10
ORD-02392,2020-01-24,CUST-0327,PROD-001,3,1549.48,5
ORD-02393,2021-02-07,CUST-0242,PROD-013,9,82.5,5
ORD-02394,2022-03-15,CUST-0090,PROD-043,3,39.78,5
ORD-02395,2021-05-30,CUST-0072,PROD-027,1,84.15,20
ORD-02396,2022-01-01,CUST-0326,PROD-071,2,105.89,10
ORD-02397,2023-10-19,CUST-0030,PROD-003,4,103.61,30
ORD-02398,2023-11-06,CUST-0359,PROD-058,2,49.51,20
ORD-02399,2021-06-15,CUST-0407,PROD-089,4,1007.36,5
ORD-02400,2022-08-13,CUST-0288,PROD-097,4,30.3,0
ORD-02401,2020-05-31,CUST-0086,PROD-017,4,59.39,10
ORD-02402,2024-05-04,CUST-0234,PROD-045,1,92.55,15
ORD-02403,2024-09-08,CUST-0235,PROD-078,9,19.95,5
ORD-02404,2022-08-04,CUST-0313,PROD-058,10,38.6,0
ORD-02405,2021-08-30,CUST-0365,PROD-056,7,257.9,10
ORD-02406,2024-06-28,CUST-0265,PROD-054,2,159.69,0
ORD-02407,2021-02-23,CUST-0287,PROD-087,3,24.39,25
ORD-02408,2023-06-27,CUST-0327,PROD-088,8,24.6,10
ORD-02409,2023-02-14,CUST-0393,PROD-029,7,1494.8,0
ORD-02410,2022-05-15,CUST-0269,PROD-054,4,118.87,0
ORD-02411,2024-03-15,CUST-0186,PROD-027,4,80.17,15
ORD-02412,2024-10-29,CUST-0131,PROD-045,9,54.74,15
ORD-02413,2021-07-31,CUST-0291,PROD-087,5,30.04,10
ORD-02414,2020-11-30,CUST-0481,PROD-031,5,44.16,10
ORD-02415,2023-12-12,CUST-0277,PROD-036,7,280.22,10
ORD-02416,2022-07-20,CUST-0320,PROD-081,1,74.77,5
ORD-02417,2024-12-02,CUST-0351,PROD-061,3,60.9,25
ORD-02418,2020-10-21,CUST-0180,PROD-037,2,109.3,5
ORD-02419,2022-01-24,CUST-0290,PROD-067,10,120.19,0
ORD-02420,2023-10-26,CUST-0480,PROD-036,6,367.69,5
ORD-02421,2020-07-04,CUST-0377,PROD-005,6,58.36,0
ORD-02422,2023-06-23,CUST-0163,PROD-046,10,189.26,5
ORD-02423,2021-09-28,CUST-0271,PROD-079,1,1593.48,10
ORD-02424,2023-07-15,CUST-0376,PROD-052,6,49.39,0
ORD-02425,2024-07-24,CUST-0096,PROD-049,10,1145.53,20
ORD-02426,2023-06-14,CUST-0262,PROD-006,2,320.53,10
ORD-02427,2021-06-13,CUST-0365,PROD-010,4,73.21,0
ORD-02428,2024-04-24,CUST-0469,PROD-096,6,145.75,5
ORD-02429,2020-01-21,CUST-0353,PROD-023,3,79.45,5
ORD-02430,2022-06-29,CUST-0288,PROD-017,3,59.22,0
ORD-02431,2024-10-26,CUST-0436,PROD-084,3,178.05,0
ORD-02432,2022-05-16,CUST-0083,PROD-044,4,177.98,0
ORD-02433,2022-03-04,CUST-0225,PROD-041,9,89.15,5
ORD-02434,2024-03-23,CUST-0412,PROD-015,4,43.18,0
ORD-02435,2020-04-09,CUST-0223,PROD-044,4,292.23,0
ORD-02436,2022-01-21,CUST-0469,PROD-058,4,41.98,20
ORD-02437,2021-04-22,CUST-0118,PROD-086,7,332.74,0
ORD-02438,2024-06-10,CUST-0482,PROD-050,5,41.95,10
ORD-02439,2023-08-14,CUST-0192,PROD-052,2,65.29,0
ORD-02440,2022-07-28,CUST-0079,PROD-070,7,35.96,0
ORD-02441,2021-06-09,CUST-0078,PROD-068,3,31.89,15
ORD-02442,2020-11-29,CUST-0147,PROD-063,1,57.76,0
ORD-02443,2020-01-02,CUST-0107,PROD-058,9,26.46,0
ORD-02444,2021-01-09,CUST-0382,PROD-023,5,59.77,10
ORD-02445,2020-10-19,CUST-0271,PROD-044,10,253.1,0
ORD-02446,2022-04-16,CUST-0390,PROD-083,1,47.03,5
ORD-02447,2022-10-01,CUST-0244,PROD-095,1,44.45,0
ORD-02448,2021-07-06,CUST-0073,PROD-044,1,316.04,5
ORD-02449,2020-11-13,CUST-0357,PROD-052,9,56.37,0
ORD-02450,2024-03-05,CUST-0468,PROD-067,8,106.7,30
ORD-02451,2021-01-15,CUST-0354,PROD-028,6,152.34,10
ORD-02452,2024-07-04,CUST-0422,PROD-067,10,109.62,10
ORD-02453,2020-01-14,CUST-0026,PROD-078,6,19.23,10
ORD-02454,2021-05-18,CUST-0210,PROD-018,6,125.16,15
ORD-02455,2020-08-18,CUST-0092,PROD-027,4,60.2,10
ORD-02456,2023-01-12,CUST-0125,PROD-051,5,94.2,15
ORD-02457,2020-05-09,CUST-0435,PROD-060,10,27.89,5
ORD-02458,2024-11-01,CUST-0073,PROD-074,3,230.36,5
ORD-02459,2022-04-17,CUST-0480,PROD-049,3,1900.11,20
ORD-02460,2023-03-14,CUST-0123,PROD-015,10,47.07,20
ORD-02461,2022-06-09,CUST-0309,PROD-083,7,36.72,0
ORD-02462,2020-01-28,CUST-0184,PROD-073,5,29.67,10
ORD-02463,2020-03-06,CUST-0187,PROD-068,8,47.09,15
ORD-02464,2023-04-01,CUST-0198,PROD-015,5,48.5,0
ORD-02465,2023-06-06,CUST-0078,PROD-051,4,93.46,25
ORD-02466,2020-09-17,CUST-0348,PROD-048,3,25.81,10
ORD-02467,2024-01-12,CUST-0186,PROD-072,2,64.75,10
ORD-02468,2023-12-18,CUST-0344,PROD-001,3,1726.45,0
ORD-02469,2021-04-04,CUST-0253,PROD-007,7,47.0,0
ORD-02470,2024-08-26,CUST-0013,PROD-053,8,56.31,0
ORD-02471,2020-10-27,CUST-0299,PROD-031,5,61.09,0
ORD-02472,2022-07-07,CUST-0076,PROD-018,1,129.24,5
ORD-02473,2023-08-19,CUST-0051,PROD-012,3,15.29,20
ORD-02474,2020-10-13,CUST-0275,PROD-048,4,31.1,10
ORD-02475,2023-11-19,CUST-0149,PROD-030,10,30.24,0
ORD-02476,2022-10-30,CUST-0219,PROD-097,4,26.52,0
ORD-02477,2024-09-26,CUST-0122,PROD-007,1,95.26,10
ORD-02478,2021-09-21,CUST-0211,PROD-092,10,46.07,5
ORD-02479,2020-09-26,CUST-0280,PROD-003,9,85.79,40
ORD-02480,2021-08-14,CUST-0026,PROD-063,10,47.22,15
ORD-02481,2024-06-16,CUST-0173,PROD-006,4,494.23,20
ORD-02482,2024-12-06,CUST-0156,PROD-095,2,61.48,0
ORD-02483,2022-04-23,CUST-0238,PROD-015,9,60.97,15
ORD-02484,2022-05-11,CUST-0376,PROD-071,4,59.52,0
ORD-02485,2023-10-16,CUST-0082,PROD-043,4,52.07,10
ORD-02486,2023-07-04,CUST-0492,PROD-094,6,297.81,5
ORD-02487,2020-05-12,CUST-0356,PROD-091,8,112.16,10
ORD-02488,2023-07-23,CUST-0490,PROD-081,5,51.31,0
ORD-02489,2024-12-04,CUST-0413,PROD-018,8,120.88,5
ORD-02490,2024-09-02,CUST-0273,PROD-022,1,23.94,0
ORD-02491,2022-08-29,CUST-0068,PROD-061,4,77.11,0
ORD-02492,2021-05-27,CUST-0044,PROD-061,1,77.67,10
ORD-02493,2020-11-08,CUST-0493,PROD-053,3,56.85,30
ORD-02494,2021-07-29,CUST-0061,PROD-026,7,263.18,15
ORD-02495,2022-06-04,CUST-0123,PROD-091,1,59.75,5
ORD-02496,2023-07-31,CUST-0349,PROD-040,5,27.85,0
ORD-02497,2023-02-18,CUST-0196,PROD-088,1,13.34,0
ORD-02498,2023-02-04,CUST-0330,PROD-008,6,262.49,0
ORD-02499,2021-11-17,CUST-0409,PROD-021,9,2241.82,30
ORD-02500,2023-05-12,CUST-0479,PROD-093,3,61.18,5
ORD-02501,2020-06-13,CUST-0323,PROD-043,6,40.25,20
ORD-02502,2020-10-31,CUST-0111,PROD-021,4,1127.01,15
ORD-02503,2024-02-29,CUST-0258,PROD-003,6,65.0,10
ORD-02504,2024-07-13,CUST-0089,PROD-031,2,76.9,30
ORD-02505,2024-04-28,CUST-0433,PROD-027,4,97.84,0
ORD-02506,2020-06-04,CUST-0198,PROD-027,7,49.79,5
ORD-02507,2023-10-22,CUST-0282,PROD-073,6,30.48,20
ORD-02508,2024-10-08,CUST-0200,PROD-057,9,31.22,10
ORD-02509,2021-09-11,CUST-0099,PROD-097,7,25.93,0
ORD-02510,2023-06-28,CUST-0027,PROD-033,1,34.82,0
ORD-02511,2022-08-14,CUST-0089,PROD-090,6,43.65,15
ORD-02512,2020-11-29,CUST-0146,PROD-092,3,37.13,0
ORD-02513,2024-07-23,CUST-0182,PROD-044,8,359.38,25
ORD-02514,2022-08-26,CUST-0257,PROD-043,1,33.15,0
ORD-02515,2021-05-25,CUST-0189,PROD-031,10,48.54,10
ORD-02516,2023-08-09,CUST-0240,PROD-065,2,66.16,10
ORD-02517,2022-11-09,CUST-0359,PROD-084,3,163.56,10
ORD-02518,2020-10-08,CUST-0387,PROD-076,3,147.0,5
ORD-02519,2022-03-07,CUST-0196,PROD-017,7,82.46,20
ORD-02520,2022-10-21,CUST-0297,PROD-015,8,44.68,10
ORD-02521,2020-04-28,CUST-0165,PROD-034,9,261.21,15
ORD-02522,2022-11-24,CUST-0307,PROD-080,7,31.41,0
ORD-02523,2020-07-16,CUST-0271,PROD-004,8,33.03,0
ORD-02524,2021-04-29,CUST-0008,PROD-072,6,73.89,0
ORD-02525,2024-11-15,CUST-0038,PROD-098,2,33.69,0
ORD-02526,2022-12-18,CUST-0114,PROD-089,1,1082.5,10
ORD-02527,2022-04-16,CUST-0339,PROD-079,3,1555.94,5
ORD-02528,2023-03-30,CUST-0056,PROD-028,9,178.99,15
ORD-02529,2022-10-05,CUST-0431,PROD-073,7,32.8,0
ORD-02530,2021-11-21,CUST-0474,PROD-002,2,38.16,5
ORD-02531,2023-05-14,CUST-0359,PROD-017,1,73.88,25
ORD-02532,2022-11-01,CUST-0138,PROD-058,2,31.31,25
ORD-02533,2021-05-04,CUST-0102,PROD-074,3,168.69,25
ORD-02534,2020-10-02,CUST-0334,PROD-009,6,32.42,20
ORD-02535,2021-11-23,CUST-0177,PROD-031,9,62.05,15
ORD-02536,2020-08-29,CUST-0169,PROD-066,8,129.03,25
ORD-02537,2023-05-24,CUST-0339,PROD-088,10,25.6,15
ORD-02538,2023-06-28,CUST-0286,PROD-062,9,63.89,30
ORD-02539,2020-05-05,CUST-0261,PROD-019,8,29.0,0
ORD-02540,2020-08-04,CUST-0375,PROD-081,7,104.47,25
ORD-02541,2023-08-22,CUST-0223,PROD-074,6,268.24,10
ORD-02542,2024-12-25,CUST-0199,PROD-055,8,63.35,0
ORD-02543,2023-04-23,CUST-0211,PROD-028,6,152.85,0
ORD-02544,2022-11-28,CUST-0287,PROD-092,2,61.4,20
ORD-02545,2023-05-31,CUST-0180,PROD-050,9,27.23,10
ORD-02546,2023-04-22,CUST-0250,PROD-065,9,73.76,40
ORD-02547,2021-05-09,CUST-0231,PROD-003,3,91.68,0
ORD-02548,2021-03-02,CUST-0472,PROD-079,9,1669.75,5
ORD-02549,2023-04-16,CUST-0482,PROD-052,2,58.45,5
ORD-02550,2022-07-07,CUST-0023,PROD-010,3,59.67,10
ORD-02551,2023-12-22,CUST-0048,PROD-021,6,1378.9,10
ORD-02552,2023-08-10,CUST-0109,PROD-037,4,100.44,10
ORD-02553,2020-05-30,CUST-0296,PROD-015,8,46.12,0
ORD-02554,2021-01-18,CUST-0006,PROD-087,1,31.79,0
ORD-02555,2024-07-19,CUST-0038,PROD-078,6,29.22,0
ORD-02556,2020-11-03,CUST-0169,PROD-079,2,1527.49,20
ORD-02557,2023-09-21,CUST-0356,PROD-074,6,320.32,5
ORD-02558,2022-01-15,CUST-0283,PROD-009,1,18.75,5
ORD-02559,2022-06-10,CUST-0203,PROD-044,2,208.42,5
ORD-02560,2021-01-09,CUST-0325,PROD-039,9,1420.04,20
ORD-02561,2022-10-28,CUST-0313,PROD-005,6,36.57,0
ORD-02562,2023-09-26,CUST-0273,PROD-025,8,47.41,0
ORD-02563,2020-05-08,CUST-0244,PROD-056,7,138.64,15
ORD-02564,2022-10-11,CUST-0327,PROD-090,9,26.29,30
ORD-02565,2024-12-04,CUST-0475,PROD-064,9,226.59,10
ORD-02566,2021-10-30,CUST-0047,PROD-072,4,61.68,0
ORD-02567,2023-10-07,CUST-0249,PROD-086,7,348.91,10
ORD-02568,2023-10-13,CUST-0079,PROD-052,5,66.43,30
ORD-02569,2021-05-31,CUST-0110,PROD-089,7,1219.41,10
ORD-02570,2024-02-27,CUST-0013,PROD-076,4,151.31,5
ORD-02571,2020-03-26,CUST-0395,PROD-009,10,17.12,5
ORD-02572,2023-04-13,CUST-0380,PROD-010,1,49.11,30
ORD-02573,2024-12-30,CUST-0365,PROD-010,4,71.31,15
ORD-02574,2023-05-01,CUST-0090,PROD-073,10,41.74,15
ORD-02575,2020-11-06,CUST-0342,PROD-062,3,39.28,0
ORD-02576,2023-02-16,CUST-0348,PROD-090,9,33.42,10
ORD-02577,2023-05-26,CUST-0280,PROD-099,5,177.66,5
ORD-02578,2021-03-02,CUST-0221,PROD-091,4,82.51,0
ORD-02579,2023-12-08,CUST-0073,PROD-060,8,25.85,25
ORD-02580,2020-04-23,CUST-0234,PROD-095,5,63.56,5
ORD-02581,2023-03-14,CUST-0260,PROD-019,3,47.03,0
ORD-02582,2024-04-10,CUST-0113,PROD-038,2,36.81,25
ORD-02583,2024-07-29,CUST-0046,PROD-006,8,455.99,0
ORD-02584,2020-10-29,CUST-0274,PROD-015,2,54.13,15
ORD-02585,2022-01-13,CUST-0043,PROD-093,8,49.63,10
ORD-02586,2021-08-10,CUST-0208,PROD-047,5,357.33,25
ORD-02587,2022-09-13,CUST-0417,PROD-045,8,43.57,20
ORD-02588,2020-12-10,CUST-0349,PROD-005,5,50.44,15
ORD-02589,2022-03-24,CUST-0103,PROD-078,1,23.18,5
ORD-02590,2022-03-11,CUST-0124,PROD-053,2,30.36,5
ORD-02591,2022-10-21,CUST-0010,PROD-066,6,154.16,30
ORD-02592,2023-03-16,CUST-0329,PROD-062,3,63.87,0
ORD-02593,2023-08-03,CUST-0187,PROD-023,8,111.31,15
ORD-02594,2024-08-04,CUST-0031,PROD-044,5,243.55,0
ORD-02595,2022-12-12,CUST-0156,PROD-052,3,55.7,0
ORD-02596,2023-08-20,CUST-0060,PROD-046,10,206.14,0
ORD-02597,2022-12-28,CUST-0249,PROD-019,7,30.57,0
ORD-02598,2020-12-26,CUST-0387,PROD-088,8,15.59,40
ORD-02599,2024-06-13,CUST-0374,PROD-084,4,179.36,20
ORD-02600,2023-05-28,CUST-0439,PROD-047,9,469.4,10
ORD-02601,2022-10-06,CUST-0270,PROD-091,6,66.14,15
ORD-02602,2021-12-04,CUST-0442,PROD-052,1,46.75,10
ORD-02603,2021-07-28,CUST-0217,PROD-024,5,52.43,20
ORD-02604,2024-05-27,CUST-0399,PROD-017,5,91.44,20
ORD-02605,2023-03-30,CUST-0002,PROD-089,7,2171.49,0
ORD-02606,2024-08-31,CUST-0024,PROD-046,7,152.57,5
ORD-02607,2023-01-17,CUST-0206,PROD-064,6,360.69,10
ORD-02608,2021-11-18,CUST-0320,PROD-095,8,53.03,30
ORD-02609,2022-02-19,CUST-0496,PROD-028,2,118.75,15
ORD-02610,2021-08-07,CUST-0199,PROD-050,7,47.36,25
ORD-02611,2024-11-15,CUST-0356,PROD-064,10,272.01,20
ORD-02612,2021-08-11,CUST-0114,PROD-028,7,122.41,10
ORD-02613,2023-03-28,CUST-0280,PROD-086,4,267.46,25
ORD-02614,2021-05-03,CUST-0155,PROD-056,10,263.58,5
ORD-02615,2022-08-28,CUST-0165,PROD-059,2,1806.13,5
ORD-02616,2023-09-09,CUST-0486,PROD-005,4,59.47,15
ORD-02617,2024-06-21,CUST-0222,PROD-054,4,151.77,0
ORD-02618,2023-11-05,CUST-0091,PROD-044,6,347.04,5
ORD-02619,2023-01-30,CUST-0167,PROD-042,7,54.4,10
ORD-02620,2021-05-08,CUST-0447,PROD-072,3,58.48,5
ORD-02621,2024-07-25,CUST-0207,PROD-092,10,62.7,30
ORD-02622,2024-06-25,CUST-0282,PROD-057,1,25.42,30
ORD-02623,2020-01-19,CUST-0065,PROD-047,3,239.4,10
ORD-02624,2024-01-17,CUST-0376,PROD-076,9,127.2,10
ORD-02625,2024-02-14,CUST-0004,PROD-025,1,47.36,15
ORD-02626,2024-06-05,CUST-0157,PROD-044,8,205.38,5
ORD-02627,2021-01-31,CUST-0249,PROD-015,2,32.69,0
ORD-02628,2022-09-27,CUST-0257,PROD-051,6,67.96,15
ORD-02629,2023-07-26,CUST-0235,PROD-053,3,27.48,15
ORD-02630,2022-04-30,CUST-0306,PROD-034,7,276.16,0
ORD-02631,2023-10-20,CUST-0366,PROD-077,2,21.93,20
ORD-02632,2023-09-16,CUST-0470,PROD-008,4,152.87,10
ORD-02633,2024-07-22,CUST-0395,PROD-077,10,31.18,0
ORD-02634,2023-09-29,CUST-0074,PROD-100,9,135.67,10
ORD-02635,2022-04-01,CUST-0187,PROD-070,6,22.55,0
ORD-02636,2021-03-30,CUST-0062,PROD-096,4,127.01,0
ORD-02637,2024-06-12,CUST-0337,PROD-021,2,2423.3,20
ORD-02638,2021-12-25,CUST-0164,PROD-007,10,65.56,25
ORD-02639,2024-08-05,CUST-0056,PROD-090,9,47.07,0
ORD-02640,2022-12-24,CUST-0111,PROD-079,4,1335.49,25
ORD-02641,2023-01-04,CUST-0218,PROD-056,9,168.64,0
ORD-02642,2021-12-11,CUST-0240,PROD-049,2,1399.74,0
ORD-02643,2020-05-22,CUST-0021,PROD-042,7,36.57,0
ORD-02644,2022-07-05,CUST-0141,PROD-023,5,107.15,0
ORD-02645,2022-04-07,CUST-0265,PROD-052,8,74.03,5
ORD-02646,2021-08-27,CUST-0139,PROD-079,8,2192.66,25
